Label,Furniture_Type,Image_File
teak dinning table with 6 chairs---6x3---td1033 ,Table / chair,/furniture_images/1634024699182_Teak Dinning Table with 6 Chairs6x3TD1033 for sale.jpg
teak dinning table with 6 chairs---6x3---td1034 ,Table / chair,/furniture_images/1634024699499_Teak Dinning table with 6 chairs6x3TD1034 for sale.jpg
teak dinning table with 6 chairs---6x3---td1032 ,Table / chair,/furniture_images/1634024699815_Teak Dinning Table with 6 Chairs6x3TD1032 for sale.jpg
teak cushioned box bed--72x72--tbb1026 ,Bed / bedroom item,/furniture_images/1634024700100_Teak Cushioned Box Bed72x72TBB1026 for sale.jpg
teak dinning table with 6 chairs---6x3---td1030 ,Table / chair,/furniture_images/1634024700437_Teak Dinning table with 6 chairs6x3TD1030 for sale.jpg
used 6 chairs ,Table / chair,/furniture_images/1634024700812_Used 6 Chairs for sale.jpg
teak bed with japanese mattress 72x72 tbj1016 ,Bed / bedroom item,/furniture_images/1634024701319_Teak Bed with Japanese Mattress 72x72 TBJ1016 for sale.jpg
teak box bed-60x72-tbb1020 ,Bed / bedroom item,/furniture_images/1634024701719_Teak Box Bed60x72TBB1020 for sale.jpg
teak bed with japanese mattress--72x72--tbj1015 ,Bed / bedroom item,/furniture_images/1634024702035_Teak Bed with Japanese Mattress72x72TBJ1015 for sale.jpg
teak cushioned box bed--72x72--tbb1013 ,Bed / bedroom item,/furniture_images/1634024702351_Teak Cushioned Box Bed72x72TBB1013 for sale.jpg
teak box model sofa & stool tbl1009 ,Sofa / living room item,/furniture_images/1634024703003_Teak Box Model Sofa  Stool TBL1009 for sale.jpg
double layer mattress 6*3 ,Bed / bedroom item,/furniture_images/1634024703323_Double Layer Mattress 63 for sale.jpg
teak large lotus sofa stool--tlls1008 ,Sofa / living room item,/furniture_images/1634024703893_Teak Large Lotus Sofa StoolTLLS1008 for sale.jpg
teak dinning table & chairs--6x3--td1005 ,Table / chair,/furniture_images/1634024704225_Teak Dinning table  Chairs6x3TD1005 for sale.jpg
teak varendha chairs tvm1005 ,Table / chair,/furniture_images/1634024704546_Teak Varendha Chairs TVM1005 for sale.jpg
ebony drawing room suite ,Sofa / living room item,/furniture_images/1634024704916_Ebony Drawing Room Suite for sale.jpg
teak wood dressing table ,Bed / bedroom item,/furniture_images/1634024705410_Teak Wood Dressing Table for sale.jpg
teak wood dressing table ,Bed / bedroom item,/furniture_images/1634024736191_Teak Wood Dressing Table for sale.jpg
teak panda model sofa set with glass stool - tps1362 ,Sofa / living room item,/furniture_images/1634024736558_Teak panda model sofa set with glass stool  tps1362 for sale.jpg
teak large dressing table with led light - tdtl1360 ,Bed / bedroom item,/furniture_images/1634024736918_Teak Large dressing table with LED light  tdtl1360 for sale.jpg
teak ex large dressing table with led light - tdt1359 ,Bed / bedroom item,/furniture_images/1634024737284_Teak EX Large dressing table with LED light  tdt1359 for sale.jpg
single door portable folding wardrobe ,Bed / bedroom item,/furniture_images/1634024737533_Single Door Portable Folding Wardrobe for sale.jpg
folding laptop reading table ,Sofa / living room item,/furniture_images/1634024737764_Folding Laptop Reading Table for sale.jpg
travelling mattress ,Bed / bedroom item,/furniture_images/1634024738001_Travelling Mattress for sale.jpg
travelling mattress 3 x 6 feet ,Bed / bedroom item,/furniture_images/1634024738361_Travelling Mattress 3 X 6 Feet for sale.jpg
chairs ,Antique / art,/furniture_images/1634024738638_Chairs for sale.jpg
teak wood dressing table ,Bed / bedroom item,/furniture_images/1634024738870_Teak Wood Dressing Table for sale.jpg
audio stool ,TV / stereo,/furniture_images/1634024739271_Audio Stool for sale.jpg
teak wood three door light wardrobe ,Bed / bedroom item,/furniture_images/1634024739724_Teak Wood Three Door Light Wardrobe for sale.jpg
multi wood kanappu - mwk1353 ,Sofa / living room item,/furniture_images/1634024739937_Multi wood kanappu  mwk1353 for sale.jpg
8inch 2 spren metres and single beds ,Bed / bedroom item,/furniture_images/1634024740318_8inch 2 Spren Metres And Single Beds for sale.jpg
rocking chair - rc1351 ,Table / chair,/furniture_images/1634024740552_Rocking chair  rc1351 for sale.jpg
teak dining table with 6 chairs - tdtc034 ,Table / chair,/furniture_images/1634024740907_Teak Dining Table with 6 Chairs  TDTC034 for sale.jpg
teak two door base almirah - tdda038 ,Bed / bedroom item,/furniture_images/1634024741258_Teak Two Door Base Almirah  Tdda038 for sale.jpg
teak wooden top dining table with 6 chairs - tndt026 ,Table / chair,/furniture_images/1634024741686_Teak Wooden Top Dining Table with 6 Chairs  TNDT026 for sale.jpg
teak dining table with 6 chairs 6x3 - tdtc1350 ,Table / chair,/furniture_images/1634024741883_Teak dining table with 6 chairs 6x3  tdtc1350 for sale.jpg
single door cupboard ,Bed / bedroom item,/furniture_images/1634024742310_Single Door Cupboard for sale.jpg
new venee coffee tabel ,Sofa / living room item,/furniture_images/1634024742510_New Venee Coffee Tabel for sale.jpg
three door display cupboard--5ftx6ft--tdd0902 ,Sofa / living room item,/furniture_images/1634024742874_Three Door Display Cupboard5ftx6ftTDD0902 for sale.jpg
actinia bed single layer mattress--48x72--as0901 ,Bed / bedroom item,/furniture_images/1634024743280_Actinia Bed Single Layer Mattress48x72AS0901 for sale.jpg
teak box bed 6 x5 / 010 ,Bed / bedroom item,/furniture_images/1634024743654_Teak Box Bed 6 X5  010 for sale.jpg
teak dressing table / 010 ,Bed / bedroom item,/furniture_images/1634024743997_Teak Dressing Table  010 for sale.jpg
teak arch bed piyestra d/l mettress 6 x5 / 010 ,Bed / bedroom item,/furniture_images/1634024778080_Teak Arch Bed Piyestra Dl Mettress 6 X5  010 for sale.jpg
6 x4 teak box bed & hybrid mattress / 010 ,Bed / bedroom item,/furniture_images/1634024778304_6 X4 Teak Box Bed  Hybrid Mattress  010 for sale.jpg
teak arch bed 6x6 / 010 ,Bed / bedroom item,/furniture_images/1634024778743_Teak Arch Bed 6X6  010 for sale.jpg
teak arch bed & hybrid mattress 6 x5 / 010 ,Bed / bedroom item,/furniture_images/1634024779145_Teak Arch Bed  Hybrid Mattress 6 X5  010 for sale.jpg
6 x6 teak box bed & piyestra d/l mattress / 010 ,Bed / bedroom item,/furniture_images/1634024779448_6 X6 Teak Box Bed  Piyestra Dl Mattress  010 for sale.jpg
teak box bed 6x4 / 010 ,Bed / bedroom item,/furniture_images/1634024779651_TEAK BOX BED 6X4  010 for sale.jpg
mahogany bed ,Bed / bedroom item,/furniture_images/1634024780150_Mahogany bed for sale.jpg
teak box bed 6x6 (72x72) / 010 ,Bed / bedroom item,/furniture_images/1634024780395_Teak Box Bed 6X6 72X72  010 for sale.jpg
headrest mesh chairs ,Table / chair,/furniture_images/1634024780928_Headrest Mesh Chairs for sale.jpg
6x3 mattress ,Bed / bedroom item,/furniture_images/1634024781266_6x3 Mattress for sale.jpg
teak 2 door cupboard / 010 ,Bed / bedroom item,/furniture_images/1634024781667_TEAK 2 DOOR CUPBOARD  010 for sale.jpg
new hybrid 6x5 72x60 mattress ,Bed / bedroom item,/furniture_images/1634024781883_New hybrid 6x5 72x60 mattress for sale.jpg
imported 6pcs drawer sets ,Storage,/furniture_images/1634024782334_Imported 6pcs Drawer Sets for sale.jpg
book cupboards ,Storage,/furniture_images/1634024782685_Book Cupboards for sale.jpg
10â pillow-top 6x5 mattress ,Bed / bedroom item,/furniture_images/1634024782867_10â PillowTop 6x5 Mattress for sale.jpg
office chair ,Table / chair,/furniture_images/1634024783247_Office Chair for sale.jpg
sofa set ,Sofa / living room item,/furniture_images/1634024783429_Sofa Set for sale.jpg
table ,Table / chair,/furniture_images/1634024783747_Table for sale.jpg
table ,Table / chair,/furniture_images/1634024784130_Table for sale.jpg
corner sofa ,Sofa / living room item,/furniture_images/1634024784614_Corner Sofa for sale.jpg
table ,Table / chair,/furniture_images/1634024784931_Table for sale.jpg
teak cupboard ,Bed / bedroom item,/furniture_images/1634024785147_Teak Cupboard for sale.jpg
teak sofa set ,Sofa / living room item,/furniture_images/1634024785334_Teak Sofa Set for sale.jpg
bed sheet ,Bed / bedroom item,/furniture_images/1634024785848_Bed Sheet for sale.jpg
sofa set ,Sofa / living room item,/furniture_images/1634024786017_Sofa Set for sale.jpg
teak sofa set with glass table ,Sofa / living room item,/furniture_images/1634024814992_Teak Sofa Set with Glass Table for sale.jpg
kids book table ,Table / chair,/furniture_images/1634024815215_Kids Book Table for sale.jpg
new melamine 2 door almary code 8332 ,Bed / bedroom item,/furniture_images/1634024815431_New Melamine 2 Door Almary Code 8332 for sale.jpg
mahogany corner cupboard with mirror ,Bed / bedroom item,/furniture_images/1634024815864_Mahogany Corner Cupboard with Mirror for sale.jpg
bar chair ,Table / chair,/furniture_images/1634024816197_Bar Chair for sale.jpg
sofa set (teak) ,Sofa / living room item,/furniture_images/1634024816396_Sofa Set Teak for sale.jpg
à¶¸à·à¶§à·à¶§à¶ºà¶à· ,Bed / bedroom item,/furniture_images/1634024816597_à¶¸à·à¶§à·à¶§à¶ºà¶à· for sale.jpg
à¶à·à·à¶±à· à¶´à·à¶§à· à¶à·à¶» ,Textiles / decoration,/furniture_images/1634024816898_à¶à·à·à¶±à· à¶´à·à¶§à· à¶à·à¶» for sale.jpg
cupboard ,Storage,/furniture_images/1634024817298_Cupboard for sale.jpg
steel office l cupboard 6x3 ft ,Storage,/furniture_images/1634024817637_Steel Office L Cupboard 6x3 Ft for sale.jpg
steel office half cupboards 4x3 ,Storage,/furniture_images/1634024818000_Steel Office Half Cupboards 4x3 for sale.jpg
personal 6x3 steel cupboard ,Bed / bedroom item,/furniture_images/1634024818702_Personal 6x3 Steel Cupboard for sale.jpg
3 door melamine cupboard center mirror ,Bed / bedroom item,/furniture_images/1634024819056_3 Door Melamine Cupboard Center Mirror for sale.jpg
2 door melamine 6x3 mirror with cupboard ,Storage,/furniture_images/1634024819483_2 Door Melamine 6x3 Mirror with Cupboard for sale.jpg
l shaped leather/ fabric sofa 3 2 seater ,Sofa / living room item,/furniture_images/1634024819897_L Shaped Leather Fabric Sofa 3 2 seater for sale.jpg
diwan sofa set ,Sofa / living room item,/furniture_images/1634024820260_Diwan Sofa Set for sale.jpg
3 2 1 two tone leather/fabric sofa ,Sofa / living room item,/furniture_images/1634024820607_3 2 1 Two Tone LeatherFabric Sofa for sale.jpg
heavy strong stool chair ,Table / chair,/furniture_images/1634024820977_Heavy Strong Stool Chair for sale.jpg
3 1 two tone leather/fabric sofa ,Sofa / living room item,/furniture_images/1634024821309_3 1 Two Tone LeatherFabric Sofa for sale.jpg
melamine - 2d mirror cupboard 6x4ft ,Bed / bedroom item,/furniture_images/1634024821726_Melamine  2D Mirror Cupboard 6x4ft for sale.jpg
steel - 3d 6ã5 cupboard ,Bed / bedroom item,/furniture_images/1634024822212_Steel  3D 6Ã5 Cupboard for sale.jpg
modern teak with fabric sofa set ,Sofa / living room item,/furniture_images/1634024822582_Modern Teak with Fabric Sofa Set for sale.jpg
swing chair ,Table / chair,/furniture_images/1634024822936_Swing Chair for sale.jpg
depo teak heavy modern bed fox 8 inch spring mattress (6*6)code 8330 ,Bed / bedroom item,/furniture_images/1634024823252_Depo Teak Heavy Modern Bed Fox 8 Inch Spring Mattress 66code 8330 for sale.jpg
brand new dark oc cupboards ,Storage,/furniture_images/1634024823517_Brand New Dark OC Cupboards for sale.jpg
depo teak heavy modern dining table and 6 chairs code 8327 ,Table / chair,/furniture_images/1634024852042_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8327 for sale.jpg
depo teak heavy modern dining table and 6 chairs code 8326 ,Table / chair,/furniture_images/1634024852457_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8326 for sale.jpg
depo teak heavy dining table and 6 chairs code 8321 ,Table / chair,/furniture_images/1634024852944_Depo Teak Heavy Dining Table and 6 Chairs Code 8321 for sale.jpg
sofa fabric ,Sofa / living room item,/furniture_images/1634024853323_Sofa fabric for sale.jpg
teak dinning chairs set - 06 ,Table / chair,/furniture_images/1634024853661_Teak dinning chairs set  06 for sale.jpg
teak dining table with 6 chairs code 8325 ,Table / chair,/furniture_images/1634024853962_Teak Dining Table with 6 Chairs Code 8325 for sale.jpg
depo teak heavy modern dining table and 6 chairs code 8323 ,Table / chair,/furniture_images/1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg
depo teak heavy modern dining table and 6 chairs code 8322 ,Sofa / living room item,/furniture_images/1634024854649_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8322 for sale.jpg
depo teak bed with fox 8 inch spring mattress (5*6)(60*72) code 8320 ,Bed / bedroom item,/furniture_images/1634024855034_Depo Teak Bed with Fox 8 Inch Spring Mattress 566072 Code 8320 for sale.jpg
branded table with 4 chairs - tc001 ,Table / chair,/furniture_images/1634024855381_Branded Table with 4 Chairs  TC001 for sale.jpg
06pcs rainbow drawer sets ,Storage,/furniture_images/1634024855704_06pcs rainbow drawer sets for sale.jpg
newest 4pcs drawer sets ,Storage,/furniture_images/1634024856222_Newest 4pcs Drawer Sets for sale.jpg
new 06pcs plastic drawer sets ,Storage,/furniture_images/1634024856553_New 06pcs Plastic drawer sets for sale.jpg
antique cupboard ,Antique / art,/furniture_images/1634024856887_Antique Cupboard for sale.jpg
modern melamine tv stands ,TV / stereo,/furniture_images/1634024857057_Modern melamine tv stands for sale.jpg
brand new d/l steel mirror wardrobes ,Storage,/furniture_images/1634024857424_Brand New DL Steel Mirror Wardrobes for sale.jpg
box bed ,Bed / bedroom item,/furniture_images/1634024857768_Box Bed for sale.jpg
wooden door ,Other,/furniture_images/1634024858138_Wooden Door for sale.jpg
mini melamine cupboard ,Storage,/furniture_images/1634024858354_Mini Melamine Cupboard for sale.jpg
piyestra primium mattress ,Bed / bedroom item,/furniture_images/1634024858818_Piyestra primium mattress for sale.jpg
melamine no 1 quality rack table ,Table / chair,/furniture_images/1634024859241_Melamine No 1 Quality Rack Table for sale.jpg
2 door melamine oc display cupboard ,Storage,/furniture_images/1634024859621_2 Door Melamine OC Display Cupboard for sale.jpg
sofa set ,Sofa / living room item,/furniture_images/1634024860001_Sofa Set for sale.jpg
matrix bk-adjustable chair ,Table / chair,/furniture_images/1634024860360_Matrix BkAdjustable Chair for sale.jpg
round top matrix bk adjustable chair ,Table / chair,/furniture_images/1634024860608_Round Top Matrix BK Adjustable Chair for sale.jpg
new 3 door portable folding wardrobe cupboard ,Bed / bedroom item,/furniture_images/1634024899188_New 3 Door Portable Folding Wardrobe Cupboard for sale.jpg
double layer mattress 6*3 ,Bed / bedroom item,/furniture_images/1634024899569_Double Layer Mattress 63 for sale.jpg
bamboo sheets set queen grey - bed size ,Bed / bedroom item,/furniture_images/1634024899804_Bamboo Sheets Set Queen Grey  Bed Size for sale.jpg
wooden tables ,Table / chair,/furniture_images/1634024899994_Wooden Tables for sale.jpg
malamine 3 door almary code 8315 ,Bed / bedroom item,/furniture_images/1634024900366_Malamine 3 door Almary code 8315 for sale.jpg
depo teak heavy modern bed (6*6)(72*72) code 8313 ,Bed / bedroom item,/furniture_images/1634024900779_Depo Teak Heavy Modern Bed 667272 code 8313 for sale.jpg
depo teak heavy modern dining table and 6 chairs code 8312 ,Table / chair,/furniture_images/1634024900994_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8312 for sale.jpg
depo teak heavy modern fabric sofa set with stone table code 8311 ,Sofa / living room item,/furniture_images/1634024901384_Depo Teak Heavy Modern Fabric Sofa Set with Stone Table Code 8311 for sale.jpg
